advertisement,city,community,distance,houseInfo,link,position,price,time,title,url
0,闲林,余杭闲林闲林山水紫薇苑,5.25,--133.76㎡南3室2厅2卫,/zufang/HZ2778311421190995968.html,"(30.239879699541646, 120.01852930539104)",4000,,整租·闲林山水紫薇苑3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城青枫墅园三期,3.227,--89.00㎡南3室2厅1卫,/zufang/HZ2773370711761494016.html,"(30.286964066558873, 120.0252717170573)",4000,,整租·青枫墅园三期3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
1,闲林,柚米国际社区,1137.634,20.00㎡1间在租1室1厅1卫,/apartment/17959.html,"(40.134496460827265, 116.61036592596209)",,,独栋·柚米国际社区杭州西溪湿地店特价小户型1室1厅,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城中南未来里,5.628,--30.00㎡北2室2厅2卫,/zufang/HZ2807913827625074688.html,"(30.293021116548257, 120.0493327403115)",4200,,合租·中南未来里2居室北卧,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,闲林,余杭闲林融创金成西溪海,3.296,--88.54㎡南3室1厅1卫,/zufang/HZ2780242141790601216.html,"(30.2516668117035, 119.99236480995467)",4200,,整租·融创金成西溪海3室1厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城阳光城未来悦MAX,0.783,--89.75㎡南北3室2厅2卫,/zufang/HZ2809309895797506048.html,"(30.274755109112583, 119.99528160794559)",6000,,整租·阳光城未来悦MAX3室2厅南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,闲林,余杭闲林闲林山水海棠苑,5.425,精选--15.00㎡南6室1厅4卫,/zufang/HZ2739862061294567424.html,"(30.242084075999973, 120.02588804446768)",1690,,合租·闲林山水海棠苑6居室跃层南卧,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城湖山帝景湾南苑,5.58,--115.00㎡南3室2厅1卫,/zufang/HZ2815938782665113600.html,"(30.25502992829275, 119.94281176276887)",4500,,整租·湖山帝景湾南苑3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,闲林,余杭闲林南湖大厦,5.986,--44.60㎡南1室1厅1卫,/zufang/HZ2815054221358415872.html,"(30.249113941236114, 119.94235039305894)",1800,,整租·南湖大厦1室1厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城融创金成英特学府,4.582,--123.00㎡南4室2厅2卫,/zufang/HZ2815800688561897472.html,"(30.251302042032467, 119.959603967328)",4700,,整租·融创金成英特学府4室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,闲林,余杭闲林海伦堡棠锦,5.153,--89.00㎡南3室2厅2卫,/zufang/HZ2769363141186813952.html,"(30.24516408214694, 119.95873198216945)",3300,,整租·海伦堡棠锦3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城中南未来里,5.628,--35.00㎡西2室2厅2卫,/zufang/HZ2810978982114099200.html,"(30.293021116548257, 120.0493327403115)",3200,,合租·中南未来里2居室西卧,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,闲林,余杭闲林竹海水韵,4.235,--138.73㎡南3室2厅2卫,/zufang/HZ2769525147286650880.html,"(30.24352799701941, 119.98671186321094)",2700,,整租·竹海水韵3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城复地上城,3.072,--120.00㎡南北2室2厅1卫,/zufang/HZ2815759144240283648.html,"(30.25906103827016, 119.97333816027005)",4000,,整租·复地上城2室2厅跃层南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,闲林,余杭闲林岸上蓝山,5.208,--115.00㎡南3室2厅1卫,/zufang/HZ2770277241358663680.html,"(30.239150070431783, 120.01593203467006)",3900,,整租·岸上蓝山3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
1,未来科技城,FUNLIVE方隅,1115.825,65.00㎡4间在租1室1厅1卫,/apartment/27915.html,"(39.909418963003894, 116.52553175021079)",,,独栋·FUNLIVE方隅未来科技城服务式公寓阿里贝达一室一厅整租1室1厅,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,闲林,余杭闲林闲林山水紫薇苑,5.25,--89.00㎡南北3室2厅1卫,/zufang/HZ2805880934895984640.html,"(30.239879699541646, 120.01852930539104)",3980,,整租·闲林山水紫薇苑3室2厅南/北,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城富力西溪悦墅,4.166,--131.51㎡南北4室2厅3卫,/zufang/HZ2776026927205720064.html,"(30.27804678538014, 120.0355221914011)",18000,,整租·富力西溪悦墅4室2厅南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,闲林,余杭闲林竹海水韵,4.235,精选--15.00㎡南5室1厅2卫,/zufang/HZ2738481847138000896.html,"(30.24352799701941, 119.98671186321094)",1230,,合租·竹海水韵5居室南卧,https://hz.lianjia.com/zufang/xianlin1/pg1/
1,未来科技城,FUNLIVE方隅,1115.825,43.00㎡1间在租1室0厅1卫,/apartment/27915.html,"(39.909418963003894, 116.52553175021079)",,,独栋·FUNLIVE方隅未来科技城服务式公寓贝达高档一室整租开间,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,闲林,余杭闲林绿城桃源小镇,5.954,--270.00㎡南5室2厅4卫,/zufang/HZ2807033000515076096.html,"(30.230505491386737, 119.97271015488802)",10000,,整租·绿城桃源小镇5室2厅跃层南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城西园·凤兴花园,4.549,--134.09㎡南3室2厅2卫,/zufang/HZ2774613404772466688.html,"(30.268564980494627, 119.94729179200823)",3800,,整租·西园·凤兴花园3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,闲林,余杭闲林岸上蓝山,5.208,精选--20.00㎡南4室1厅2卫,/zufang/HZ2739885813470076928.html,"(30.239150070431783, 120.01593203467006)",1360,,合租·岸上蓝山4居室南卧,https://hz.lianjia.com/zufang/xianlin1/pg1/
1,未来科技城,FUNLIVE方隅,1115.825,65.00㎡3间在租1室1厅1卫,/apartment/27915.html,"(39.909418963003894, 116.52553175021079)",,,独栋·FUNLIVE方隅未来科技城服务式公寓杭师阿里一室一厅整租1室1厅,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,闲林,余杭闲林绿城桃源小镇,5.954,--129.80㎡南4室2厅2卫,/zufang/HZ2807288601057173504.html,"(30.230505491386737, 119.97271015488802)",3500,,整租·绿城桃源小镇4室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城庭院深深,4.095,--97.28㎡南2室2厅1卫,/zufang/HZ2775404755986415616.html,"(30.25131966830845, 119.96755630668562)",2200,,整租·庭院深深2室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,闲林,余杭闲林雅居乐国际花园,4.941,--89.00㎡南北3室2厅2卫,/zufang/HZ2814475741532790784.html,"(30.237128702458453, 119.98677582256325)",3500,,整租·雅居乐国际花园3室2厅南/北,https://hz.lianjia.com/zufang/xianlin1/pg1/
1,未来科技城,FUNLIVE方隅,1115.825,40.00-43.00㎡2间在租1室0厅1卫,/apartment/27915.html,"(39.909418963003894, 116.52553175021079)",,,独栋·FUNLIVE方隅未来科技城服务式公寓高档整租一室独卫独厨开间,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,闲林,余杭闲林新西湖小镇,7.364,--88.75㎡南2室2厅1卫,/zufang/HZ2815277571837796352.html,"(30.245083978886594, 119.92811341852295)",3200,,整租·新西湖小镇2室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
1,未来科技城,FUNLIVE方隅,1115.825,60.00-65.00㎡4间在租1室1厅1卫,/apartment/27915.html,"(39.909418963003894, 116.52553175021079)",,,独栋·FUNLIVE方隅未来科技城服务式公寓阿里高档一室一厅1室1厅,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,闲林,余杭闲林南湖大厦,5.986,--46.02㎡北1室0厅1卫,/zufang/HZ2815175341919191040.html,"(30.249113941236114, 119.94235039305894)",2000,,整租·南湖大厦1室0厅北,https://hz.lianjia.com/zufang/xianlin1/pg1/
1,未来科技城,FUNLIVE方隅,1115.825,43.00㎡5间在租1室0厅1卫,/apartment/27915.html,"(39.909418963003894, 116.52553175021079)",,,独栋·FUNLIVE方隅未来科技城服务式公寓阿里高档一室独卫独厨开间,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,闲林,余杭闲林盛世嘉园,6.039,--148.78㎡南4室2厅2卫,/zufang/HZ2770874546772262912.html,"(30.239632590359587, 120.03261599341522)",6000,,整租·盛世嘉园4室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城北大资源未名府,5.74,精选--8.00㎡北4室1厅2卫,/zufang/HZ2827904259436593152.html,"(30.300370881721904, 120.0478610463945)",1530,,合租·北大资源未名府4居室北卧,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,闲林,余杭闲林荆山翠谷,6.404,--258.00㎡东5室3厅3卫,/zufang/HZ2772256040627486720.html,"(30.239460674384226, 120.03811002991424)",6500,,整租·荆山翠谷5室3厅东,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城富力十号一期,3.722,精选--61.66㎡北1室1厅1卫,/zufang/HZ2796788985886941184.html,"(30.27750106535352, 120.03081866375085)",4490,,整租·富力十号一期1室1厅北,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,闲林,余杭闲林中港罗兰小镇,7.502,--65.00㎡南2室1厅1卫,/zufang/HZ2771051935238209536.html,"(30.242243741397246, 119.92861844588066)",2000,,整租·中港罗兰小镇2室1厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城富力十号一期,3.722,精选--54.00㎡北1室2厅1卫,/zufang/HZ2827267599841640448.html,"(30.27750106535352, 120.03081866375085)",4490,,整租·富力十号一期1室2厅北,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,闲林,余杭闲林闲林山水紫薇苑,5.25,精选--16.00㎡南4室1厅2卫,/zufang/HZ2739855348939890688.html,"(30.239879699541646, 120.01852930539104)",1190,,合租·闲林山水紫薇苑4居室南卧,https://hz.lianjia.com/zufang/xianlin1/pg1/
1,未来科技城,方隅公寓,173.751,63.00㎡1间在租1室1厅1卫,/apartment/26260.html,"(31.26116388182826, 121.40897696867404)",,,独栋·方隅公寓杭州方隅公寓杭师大旁网红公寓一居1室1厅,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,闲林,余杭闲林金岸提香,6.33,--88.00㎡南2室1厅1卫,/zufang/HZ2771133744684474368.html,"(30.245703587976855, 119.940877890667)",2500,,整租·金岸提香2室1厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城阳光城未来悦MAX,0.783,--125.81㎡南4室2厅2卫,/zufang/HZ2660907167800377344.html,"(30.274755109112583, 119.99528160794559)",7000,,整租·阳光城未来悦MAX4室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
0,闲林,余杭闲林爵士风情花园,4.459,精选--10.00㎡北4室1厅2卫,/zufang/HZ2826087002728824832.html,"(30.241357115431928, 119.99631501860425)",990,,合租·爵士风情花园4居室北卧,https://hz.lianjia.com/zufang/xianlin1/pg1/
1,未来科技城,方隅公寓,173.751,38.00㎡1间在租1室0厅1卫,/apartment/26260.html,"(31.26116388182826, 121.40897696867404)",,,独栋·方隅公寓杭州方隅公寓可短租边套安静小一室开间,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
0,闲林,余杭闲林绿城桃源小镇,5.954,--258.00㎡南5室2厅3卫,/zufang/HZ2772307216991535104.html,"(30.230505491386737, 119.97271015488802)",25000,,整租·绿城桃源小镇5室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城豪波西溪润景,5.999,--52.00㎡南2室2厅1卫,/zufang/HZ2664273367007772672.html,"(30.29917967459328, 120.05125493444176)",3800,,整租·豪波西溪润景2室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
0,闲林,余杭闲林爵士风情花园,4.459,精选--10.00㎡北4室1厅2卫,/zufang/HZ2114290225634082816.html,"(30.241357115431928, 119.99631501860425)",990,,合租·爵士风情花园4居室北卧,https://hz.lianjia.com/zufang/xianlin1/pg1/
1,未来科技城,方隅公寓,173.751,63.00㎡1间在租1室1厅1卫,/apartment/26260.html,"(31.26116388182826, 121.40897696867404)",,,独栋·方隅公寓杭州方隅公寓杭师大旁网红公寓一居1室1厅,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
0,闲林,余杭闲林闲林山水紫薇苑,5.25,--137.00㎡南3室2厅2卫,/zufang/HZ2770985931690213376.html,"(30.239879699541646, 120.01852930539104)",4200,,整租·闲林山水紫薇苑3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城中南樾府,0.931,--108.00㎡南4室2厅2卫,/zufang/HZ2668886229612756992.html,"(30.274462395908238, 119.99788444816075)",8000,,整租·中南樾府4室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
1,闲林,美好生活公寓,7.643,76.00㎡3间在租2室2厅1卫,/apartment/38361.html,"(30.213455822781352, 120.00500127356354)",,,独栋·美好生活公寓绿城闲林店亲昵室友两居室2室2厅,https://hz.lianjia.com/zufang/xianlin1/pg1/
1,未来科技城,方隅公寓,173.751,63.00㎡2间在租1室1厅1卫,/apartment/26260.html,"(31.26116388182826, 121.40897696867404)",,,独栋·方隅公寓杭州方隅公寓应届生可月付朝南一居1室1厅,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
0,闲林,余杭闲林绿城桃源小镇,5.954,--90.17㎡南3室2厅1卫,/zufang/HZ2807244755506315264.html,"(30.230505491386737, 119.97271015488802)",2500,,整租·绿城桃源小镇3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城中南樾府,0.931,--109.17㎡南4室2厅2卫,/zufang/HZ2705700385678966784.html,"(30.274462395908238, 119.99788444816075)",6900,,整租·中南樾府4室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
1,闲林,美好生活公寓,7.643,70.00-73.00㎡2间在租2室2厅1卫,/apartment/38361.html,"(30.213455822781352, 120.00500127356354)",,,独栋·美好生活公寓绿城闲林店经典网红两居2室2厅,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城阳光城未来悦MAX,0.783,--111.00㎡南4室2厅2卫,/zufang/HZ2705872349357678592.html,"(30.274755109112583, 119.99528160794559)",7000,,整租·阳光城未来悦MAX4室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
1,闲林,美好生活公寓,7.643,40.00㎡3间在租1室1厅1卫,/apartment/38361.html,"(30.213455822781352, 120.00500127356354)",,,独栋·美好生活公寓绿城闲林店绿野之界（一居室）1室1厅,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城青枫墅园三期,3.227,--88.00㎡东南3室2厅1卫,/zufang/HZ2704925235425050624.html,"(30.286964066558873, 120.0252717170573)",4500,,整租·青枫墅园三期3室2厅东南,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
1,闲林,美好生活公寓,7.643,70.00㎡2间在租2室2厅1卫,/apartment/38361.html,"(30.213455822781352, 120.00500127356354)",,,独栋·美好生活公寓绿城闲林店米兰风情两居2室2厅,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,未来科技城,余杭未来科技城阳光城未来悦MAX,0.783,--89.76㎡南3室2厅2卫,/zufang/HZ2702096488023982080.html,"(30.274755109112583, 119.99528160794559)",7500,,整租·阳光城未来悦MAX3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
0,闲林,余杭闲林南湖大厦,5.986,--46.02㎡南1室1厅1卫,/zufang/HZ2543417391736422400.html,"(30.249113941236114, 119.94235039305894)",1600,,整租·南湖大厦1室1厅南,https://hz.lianjia.com/zufang/xianlin1/pg2/
0,未来科技城,余杭未来科技城新湖菲林山,3.227,--112.00㎡南3室2厅2卫,/zufang/HZ2670823989814755328.html,"(30.286964066558873, 120.0252717170573)",4500,,整租·新湖菲林山3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
1,闲林,美好生活公寓,7.643,45.00-48.00㎡3间在租1室1厅1卫,/apartment/38361.html,"(30.213455822781352, 120.00500127356354)",,,独栋·美好生活公寓绿城闲林店店长首推网红一居1室1厅,https://hz.lianjia.com/zufang/xianlin1/pg2/
1,未来科技城,方隅公寓,173.751,130.00㎡2间在租2室2厅2卫,/apartment/26260.html,"(31.26116388182826, 121.40897696867404)",,,独栋·方隅公寓杭州方隅公寓两卧两卫朝南加浴缸2室2厅,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
0,闲林,余杭闲林东海·闲湖城,5.161,--286.00㎡南6室3厅4卫,/zufang/HZ2546357410617376768.html,"(30.235297001353228, 119.99933584037322)",8000,,整租·东海·闲湖城6室3厅南,https://hz.lianjia.com/zufang/xianlin1/pg2/
0,未来科技城,余杭未来科技城阳光城未来悦MAX,0.783,--106.24㎡南3室1厅2卫,/zufang/HZ2669593862703685632.html,"(30.274755109112583, 119.99528160794559)",6500,,整租·阳光城未来悦MAX3室1厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
1,闲林,美好生活公寓,7.643,45.00㎡3间在租1室1厅1卫,/apartment/38361.html,"(30.213455822781352, 120.00500127356354)",,,独栋·美好生活公寓绿城闲林店个性潮人一室一厅1室1厅,https://hz.lianjia.com/zufang/xianlin1/pg2/
1,未来科技城,方隅公寓,173.751,43.00㎡1间在租1室0厅1卫,/apartment/26260.html,"(31.26116388182826, 121.40897696867404)",,,独栋·方隅公寓杭州方隅公寓阳光房带地暖小一室开间,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
0,闲林,余杭闲林绿城桃源小镇品霞苑,6.25,--89.00㎡南3室2厅1卫,/zufang/HZ2550790809415335936.html,"(30.22976806904107, 119.96634727729973)",1500,,整租·绿城桃源小镇品霞苑3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg2/
0,未来科技城,余杭未来科技城新湖果岭,2.331,--88.00㎡南3室2厅1卫,/zufang/HZ2671520758928244736.html,"(30.26156826085835, 119.98415259081301)",3000,,整租·新湖果岭3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
1,闲林,美好生活公寓,7.643,96.00㎡3间在租3室2厅2卫,/apartment/38361.html,"(30.213455822781352, 120.00500127356354)",,,独栋·美好生活公寓绿城闲林店智能家居大三房两厅3室2厅,https://hz.lianjia.com/zufang/xianlin1/pg2/
0,未来科技城,余杭未来科技城众安学君里,3.832,--89.78㎡南3室2厅1卫,/zufang/HZ2715813936229793792.html,"(30.252119086759578, 119.97109302530896)",2200,,整租·众安学君里3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
0,闲林,余杭闲林竹海水韵,4.235,--156.12㎡南3室2厅2卫,/zufang/HZ2542009653701640192.html,"(30.24352799701941, 119.98671186321094)",3500,,整租·竹海水韵3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg2/
0,未来科技城,余杭未来科技城欧美金融城,1.901,--89.00㎡南3室2厅1卫,/zufang/HZ2674022482235113472.html,"(30.287634006890965, 120.01069697964955)",3500,,整租·欧美金融城3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
0,闲林,余杭闲林绿城桃源小镇品霞苑,6.25,--124.00㎡南北4室2厅2卫,/zufang/HZ2549289352173985792.html,"(30.22976806904107, 119.96634727729973)",2000,,整租·绿城桃源小镇品霞苑4室2厅南/北,https://hz.lianjia.com/zufang/xianlin1/pg2/
0,未来科技城,余杭未来科技城杉杉恒和依山郡,16.289,--351.00㎡南西南5室3厅5卫,/zufang/HZ2672479556363370496.html,"(30.35891929754639, 119.84837964179621)",15000,,整租·杉杉恒和依山郡5室3厅复式南/西南,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
0,闲林,余杭闲林雅居乐国际花园,4.941,--127.43㎡南4室2厅2卫,/zufang/HZ2547627474330583040.html,"(30.237128702458453, 119.98677582256325)",2500,,整租·雅居乐国际花园4室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg2/
0,未来科技城,余杭未来科技城中南樾府,0.931,--128.00㎡南4室2厅2卫,/zufang/HZ2728213968673054720.html,"(30.274462395908238, 119.99788444816075)",8500,,整租·中南樾府4室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
0,闲林,余杭闲林盛世嘉园,6.039,--148.00㎡南4室2厅2卫,/zufang/HZ2544002165073526784.html,"(30.239632590359587, 120.03261599341522)",4500,,整租·盛世嘉园4室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg2/
0,未来科技城,余杭未来科技城华夏四季,3.227,--124.50㎡南4室2厅2卫,/zufang/HZ2680203089356791808.html,"(30.286964066558873, 120.0252717170573)",10000,,整租·华夏四季4室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
0,闲林,余杭闲林十里风荷,5.338,--135.00㎡南4室2厅3卫,/zufang/HZ2563006124970213376.html,"(30.243825093278765, 119.95758897823855)",5000,,整租·十里风荷4室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg2/
0,未来科技城,余杭未来科技城欧美金融城,1.901,--89.00㎡南3室1厅1卫,/zufang/HZ2681094115042525184.html,"(30.287634006890965, 120.01069697964955)",6500,,整租·欧美金融城3室1厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
1,闲林,美好生活公寓,7.643,90.00㎡3间在租3室2厅2卫,/apartment/38361.html,"(30.213455822781352, 120.00500127356354)",,,独栋·美好生活公寓绿城闲林店日系实木大三居3室2厅,https://hz.lianjia.com/zufang/xianlin1/pg2/
0,未来科技城,余杭未来科技城中南未来里,5.628,精选--35.00㎡西2室2厅2卫,/zufang/HZ2810978982114099200.html,"(30.293021116548257, 120.0493327403115)",3200,,合租·中南未来里2居室西卧,https://hz.lianjia.com/zufang/weilaikejicheng/pg2/
0,闲林,余杭闲林华元玉榕庄,3.085,--392.79㎡南5室2厅4卫,/zufang/HZ2556541377685504000.html,"(30.254150827925105, 119.98574331021008)",7000,,整租·华元玉榕庄5室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg2/
