advertisement,area,city,community,direction,distance,houseInfo,lat,layout,link,lng,price,time,title,url
0,171.00㎡,翡翠城,余杭翡翠城翡翠城一期,南,,--171.00㎡南4室2厅2卫,,4室2厅2卫,/zufang/HZ2655038252075196416.html,,8500,2天前维护,整租·翡翠城一期4室2厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
0,87.00㎡,西溪,西湖西溪坤和和家园,南北,,--87.00㎡南北2室1厅1卫,,2室1厅1卫,/zufang/HZ2807381842238373888.html,,5500,链家3天前维护,整租·坤和和家园2室1厅南/北,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城三期,28.00㎡,,精选--28.00㎡南5室4厅5卫,,南,/zufang/HZ2797641515286142976.html,,1880,鹿汀公寓1个月前维护,合租·翡翠城三期5居室南卧,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
1,,西溪,世联红璞公寓,,,20.00㎡1间在租1室1厅1卫,,,/apartment/39946.html,,,世联红璞公寓15天前维护,独栋·世联红璞公寓西溪社区朝南落地窗1室1厅,https://hz.lianjia.com/zufang/xixi/pg1/
0,135.00㎡,翡翠城,余杭翡翠城翡翠城一期,南,,--135.00㎡南3室2厅2卫,,3室2厅2卫,/zufang/HZ2771035231019335680.html,,6500,链家1天前维护,整租·翡翠城一期3室2厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
0,89.00㎡,西溪,西湖西溪西溪诚园致诚苑,南,,--89.00㎡南2室1厅1卫,,2室1厅1卫,/zufang/HZ2817512385668464640.html,,12000,2天前维护,整租·西溪诚园致诚苑2室1厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城二期,28.00㎡,,精选--28.00㎡南4室4厅4卫,,南,/zufang/HZ2724731263058444288.html,,1988,鹿汀公寓4天前维护,合租·翡翠城二期4居室南卧,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
1,,西溪,冠寓,,,20.00㎡1间在租1室0厅1卫,,,/apartment/24620.html,,,冠寓9天前维护,独栋·冠寓西溪店精选温馨单间开间,https://hz.lianjia.com/zufang/xixi/pg1/
0,132.81㎡,翡翠城,余杭翡翠城翡翠城二期,南,,--132.81㎡南3室2厅2卫,,3室2厅2卫,/zufang/HZ2771576130376318976.html,,6500,今天维护,整租·翡翠城二期3室2厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
0,357.29㎡,西溪,西湖西溪留庄,南,,--357.29㎡南4室2厅3卫,,4室2厅3卫,/zufang/HZ2798394172988997632.html,,26000,1天前维护,整租·留庄4室2厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城二期,28.00㎡,,精选--28.00㎡南3室1厅3卫,,南,/zufang/HZ2724730493974355968.html,,1888,鹿汀公寓1个月前维护,合租·翡翠城二期3居室南卧,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
0,256.00㎡,西溪,西湖西溪坤和西溪里,南北,,--256.00㎡南北4室2厅4卫,,4室2厅4卫,/zufang/HZ2818695869979688960.html,,26000,链家3天前维护,整租·坤和西溪里4室2厅南/北,https://hz.lianjia.com/zufang/xixi/pg1/
0,212.00㎡,翡翠城,余杭翡翠城金都雅苑,南,,--212.00㎡南5室2厅4卫,,5室2厅4卫,/zufang/HZ2787564334601994240.html,,6500,2天前维护,整租·金都雅苑5室2厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
0,140.62㎡,西溪,余杭西溪远洋西溪公馆,南,,--140.62㎡南4室2厅2卫,,4室2厅2卫,/zufang/HZ2800552651006418944.html,,6500,1天前维护,整租·远洋西溪公馆4室2厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城一期,28.00㎡,,精选--28.00㎡南3室2厅3卫,,南,/zufang/HZ2739095213212434432.html,,1680,鹿汀公寓5天前维护,合租·翡翠城一期3居室南卧,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
0,136.00㎡,西溪,西湖西溪西溪蝶园二期,南,,--136.00㎡南3室2厅2卫,,3室2厅2卫,/zufang/HZ2819546217116073984.html,,11000,2天前维护,整租·西溪蝶园二期3室2厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城三期,29.00㎡,,精选--29.00㎡南5室4厅5卫,,南,/zufang/HZ2797645270027083776.html,,1680,鹿汀公寓1个月前维护,合租·翡翠城三期5居室南卧,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
0,105.13㎡,西溪,余杭西溪远洋西溪公馆,南,,--105.13㎡南2室1厅1卫,,2室1厅1卫,/zufang/HZ2823283725667155968.html,,6500,1天前维护,整租·远洋西溪公馆2室1厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,220.00㎡,翡翠城,余杭翡翠城翡翠城三期,南,,--220.00㎡南5室2厅2卫,,5室2厅2卫,/zufang/HZ2789165492621803520.html,,10000,1天前维护,整租·翡翠城三期5室2厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,15.00㎡,西溪,西湖西溪西溪雅苑,北,,--15.00㎡北5室1厅3卫,,5室1厅3卫,/zufang/HZ2264955991185965056.html,,1300,驻客公寓18天前维护,合租·西溪雅苑5居室北卧,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城一期,18.00㎡,,精选--18.00㎡南3室2厅3卫,,南,/zufang/HZ2739097422487109632.html,,1680,鹿汀公寓4天前维护,合租·翡翠城一期3居室南卧,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,138.00㎡,西溪,西湖西溪坤和西溪里璞园,南,,--138.00㎡南3室2厅2卫,,3室2厅2卫,/zufang/HZ2800786952327274496.html,,7000,链家1天前维护,整租·坤和西溪里璞园3室2厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,87.66㎡,翡翠城,余杭翡翠城华元蒙卡岸,南,,--87.66㎡南3室2厅1卫,,3室2厅1卫,/zufang/HZ2789896469480742912.html,,2500,今天维护,整租·华元蒙卡岸3室2厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
1,,西溪,welike青年公寓,,,45.00㎡1间在租1室1厅1卫,,,/apartment/20725.html,,,welike青年公寓2个月前维护,独栋·welike青年公寓西湖店精装淡雅日式和风一居1室1厅,https://hz.lianjia.com/zufang/xixi/pg1/
0,92.28㎡,闲林,余杭闲林岸上蓝山,东西,,--92.28㎡东西3室2厅1卫,,3室2厅1卫,/zufang/HZ2780343963327414272.html,,3500,链家2天前维护,整租·岸上蓝山3室2厅东/西,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,,翡翠城,余杭翡翠城翡翠城三期,29.00㎡,,精选--29.00㎡南5室4厅5卫,,南,/zufang/HZ2797645270027083776.html,,1680,鹿汀公寓1个月前维护,合租·翡翠城三期5居室南卧,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,297.00㎡,西溪,西湖西溪留庄,南,,--297.00㎡南6室3厅6卫,,6室3厅6卫,/zufang/HZ2819489432288641024.html,,21000,1天前维护,整租·留庄6室3厅南,https://hz.lianjia.com/zufang/xixi/pg1/
1,,闲林,柚米国际社区,,,23.00㎡1间在租1室1厅1卫,,,/apartment/17959.html,,,柚米国际社区7天前维护,独栋·柚米国际社区杭州西溪湿地店舒适特惠一居1室1厅,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,44.00㎡,翡翠城,余杭翡翠城华元西溪欢乐城,南,,--44.00㎡南1室1厅1卫,,1室1厅1卫,/zufang/HZ2820362088114036736.html,,2600,今天维护,整租·华元西溪欢乐城1室1厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,89.00㎡,西溪,西湖西溪和家园臻园,南,,--89.00㎡南3室2厅1卫,,3室2厅1卫,/zufang/HZ2820346742665650176.html,,6800,链家今天维护,整租·和家园臻园3室2厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,81.01㎡,闲林,余杭闲林雅居乐国际花园,南,,--81.01㎡南2室2厅1卫,,2室2厅1卫,/zufang/HZ2785534123509555200.html,,3800,2天前维护,整租·雅居乐国际花园2室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,,翡翠城,余杭翡翠城翡翠城三期,28.00㎡,,精选--28.00㎡南5室4厅5卫,,南,/zufang/HZ2797641515286142976.html,,1880,鹿汀公寓1个月前维护,合租·翡翠城三期5居室南卧,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,135.20㎡,西溪,西湖西溪西溪诚园明礼苑,南,,--135.20㎡南2室1厅2卫,,2室1厅2卫,/zufang/HZ2802751207201054720.html,,9500,链家4天前维护,整租·西溪诚园明礼苑2室1厅南,https://hz.lianjia.com/zufang/xixi/pg1/
1,,闲林,柚米国际社区,,,20.00㎡1间在租1室1厅1卫,,,/apartment/17959.html,,,柚米国际社区3天前维护,独栋·柚米国际社区杭州西溪湿地店特价小户型1室1厅,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,150.00㎡,翡翠城,余杭翡翠城翡翠城二期,东南北,,--150.00㎡东南北3室2厅2卫,,3室2厅2卫,/zufang/HZ2815732961834704896.html,,5000,4天前维护,整租·翡翠城二期3室2厅东/南/北,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,89.00㎡,西溪,西湖西溪坤和和家园,南,,--89.00㎡南2室1厅1卫,,2室1厅1卫,/zufang/HZ2802255861760925696.html,,4950,链家5天前维护,整租·坤和和家园2室1厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,89.00㎡,闲林,余杭闲林雅居乐国际花园,南,,--89.00㎡南3室2厅1卫,,3室2厅1卫,/zufang/HZ2651321578142842880.html,,3200,1天前维护,整租·雅居乐国际花园3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,46.41㎡,翡翠城,余杭翡翠城西溪曼哈顿,西,,--46.41㎡西1室1厅1卫,,1室1厅1卫,/zufang/HZ2820964438822363136.html,,2900,链家3天前维护,整租·西溪曼哈顿1室1厅西,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,318.00㎡,西溪,余杭西溪远洋西溪公馆,南北,,--318.00㎡南北6室2厅4卫,,6室2厅4卫,/zufang/HZ2802783525638774784.html,,22000,3天前维护,整租·远洋西溪公馆6室2厅南/北,https://hz.lianjia.com/zufang/xixi/pg1/
0,,闲林,余杭闲林闲林山水海棠苑,15.00㎡,,精选--15.00㎡南6室1厅4卫,,南,/zufang/HZ2739862061294567424.html,,1690,友家7天前维护,合租·闲林山水海棠苑6居室跃层南卧,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,139.00㎡,翡翠城,余杭翡翠城翡翠城梧桐郡,南,,--139.00㎡南4室2厅2卫,,4室2厅2卫,/zufang/HZ2792543542407872512.html,,6850,1天前维护,整租·翡翠城梧桐郡4室2厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,189.11㎡,西溪,余杭西溪远洋西溪公馆,南,,--189.11㎡南3室2厅3卫,,3室2厅3卫,/zufang/HZ2820947111464673280.html,,8600,2天前维护,整租·远洋西溪公馆3室2厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,89.00㎡,闲林,余杭闲林新西湖小镇,南,,--89.00㎡南2室2厅1卫,,2室2厅1卫,/zufang/HZ2774649282110955520.html,,2000,今天维护,整租·新西湖小镇2室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,87.19㎡,翡翠城,余杭翡翠城爱丁郡,南北,,--87.19㎡南北3室2厅1卫,,3室2厅1卫,/zufang/HZ2821015107835281408.html,,5000,链家1天前维护,整租·爱丁郡3室2厅南/北,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,123.14㎡,西溪,余杭西溪绿城西溪融庄,南,,--123.14㎡南3室2厅2卫,,3室2厅2卫,/zufang/HZ2824089524664549376.html,,5800,2天前维护,整租·绿城西溪融庄3室2厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,46.00㎡,闲林,余杭闲林南湖大厦,南,,--46.00㎡南1室1厅1卫,,1室1厅1卫,/zufang/HZ2775222748719349760.html,,2000,2天前维护,整租·南湖大厦1室1厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,46.00㎡,翡翠城,余杭翡翠城华盛达堂巢,南,,--46.00㎡南1室1厅1卫,,1室1厅1卫,/zufang/HZ2793514757876097024.html,,3600,链家1天前维护,整租·华盛达堂巢1室1厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,,西溪,西湖西溪坤和和家园,10.70㎡,,精选--10.70㎡北6室1厅3卫,,北,/zufang/HZ2826104703254282240.html,,1230,友家2天前维护,合租·坤和和家园6居室北卧,https://hz.lianjia.com/zufang/xixi/pg1/
0,89.00㎡,闲林,余杭闲林雅居乐国际花园,南,,--89.00㎡南3室1厅2卫,,3室1厅2卫,/zufang/HZ2560118977104199680.html,,1800,1天前维护,整租·雅居乐国际花园3室1厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,,翡翠城,余杭翡翠城西溪曼哈顿,46.00㎡,,精选--46.00㎡西1室1厅1卫,,西,/zufang/HZ2519045117302808576.html,,2700,爱租1个月前维护,整租·西溪曼哈顿1室1厅西,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,138.00㎡,西溪,西湖西溪坤和和家园,南,,--138.00㎡南3室2厅2卫,,3室2厅2卫,/zufang/HZ2804867328972423168.html,,3900,7天前维护,整租·坤和和家园3室2厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,124.00㎡,闲林,余杭闲林绿城桃源小镇品霞苑,南,,--124.00㎡南4室2厅2卫,,4室2厅2卫,/zufang/HZ2575283729002143744.html,,3000,4天前维护,整租·绿城桃源小镇品霞苑4室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,71.00㎡,翡翠城,余杭翡翠城西溪曼哈顿,南,,--71.00㎡南2室1厅1卫,,2室1厅1卫,/zufang/HZ2816634195617783808.html,,4200,链家今天维护,整租·西溪曼哈顿2室1厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,,西溪,西湖西溪坤和和家园,8.80㎡,,精选--8.80㎡北6室1厅3卫,,北,/zufang/HZ2826108775075676160.html,,1190,友家2天前维护,合租·坤和和家园6居室北卧,https://hz.lianjia.com/zufang/xixi/pg1/
0,89.80㎡,闲林,余杭闲林融创金成江南府,南北,,--89.80㎡南北3室2厅2卫,,3室2厅2卫,/zufang/HZ2759400777410674688.html,,3800,1天前维护,整租·融创金成江南府3室2厅南/北,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,,翡翠城,余杭翡翠城西溪曼哈顿,46.00㎡,,精选--46.00㎡西1室1厅1卫,,西,/zufang/HZ2795223422341218304.html,,2700,爱租1个月前维护,整租·西溪曼哈顿1室1厅西,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,259.49㎡,西溪,西湖西溪坤和和家园,南北,,--259.49㎡南北7室1厅4卫,,7室1厅4卫,/zufang/HZ2640396529768611840.html,,8500,7天前维护,整租·坤和和家园7室1厅南/北,https://hz.lianjia.com/zufang/xixi/pg1/
0,,闲林,余杭闲林竹海水韵,15.00㎡,,精选--15.00㎡南5室1厅2卫,,南,/zufang/HZ2738481847138000896.html,,1230,友家7天前维护,合租·竹海水韵5居室南卧,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,205.94㎡,翡翠城,余杭翡翠城金都雅苑,南北,,--205.94㎡南北4室2厅2卫,,4室2厅2卫,/zufang/HZ2794748261444370432.html,,7000,链家5天前维护,整租·金都雅苑4室2厅跃层南/北,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,,西溪,西湖西溪坤和和家园,16.00㎡,,精选--16.00㎡南6室1厅3卫,,南,/zufang/HZ2826098637208027136.html,,1390,友家2天前维护,合租·坤和和家园6居室南卧,https://hz.lianjia.com/zufang/xixi/pg1/
0,124.44㎡,闲林,余杭闲林绿城桃源小镇品霞苑,南,,--124.44㎡南4室2厅2卫,,4室2厅2卫,/zufang/HZ2776837035372322816.html,,2000,4天前维护,整租·绿城桃源小镇品霞苑4室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,139.00㎡,翡翠城,余杭翡翠城西溪华东园,南北,,--139.00㎡南北4室2厅2卫,,4室2厅2卫,/zufang/HZ2809955977007472640.html,,5800,3天前维护,整租·西溪华东园4室2厅南/北,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,370.00㎡,西溪,西湖西溪华元和庄,南,,--370.00㎡南7室3厅5卫,,7室3厅5卫,/zufang/HZ2767980580317970432.html,,15000,7天前维护,整租·华元和庄7室3厅复式南,https://hz.lianjia.com/zufang/xixi/pg1/
0,,闲林,余杭闲林岸上蓝山,20.00㎡,,精选--20.00㎡南4室1厅2卫,,南,/zufang/HZ2739885813470076928.html,,1360,友家7天前维护,合租·岸上蓝山4居室南卧,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,50.00㎡,翡翠城,余杭翡翠城华元西溪欢乐城,南北,,--50.00㎡南北1室1厅1卫,,1室1厅1卫,/zufang/HZ2810731014073630720.html,,3000,2天前维护,整租·华元西溪欢乐城1室1厅南/北,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
1,,西溪,氧气公寓,,,30.00㎡1间在租1室0厅1卫,,,/apartment/1838.html,,,氧气公寓12天前维护,独栋·氧气公寓骆家庄文新地铁站店一室一卫一厨朝南房型开间,https://hz.lianjia.com/zufang/xixi/pg1/
1,,未来科技城,,,,,,,/zufang/weilaikejicheng/ab200306003080,,,,精选公寓·方隅公寓,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,87.48㎡,闲林,余杭闲林绿城桃源小镇,南北,,--87.48㎡南北4室2厅2卫,,4室2厅2卫,/zufang/HZ2777383021664813056.html,,4500,1天前维护,整租·绿城桃源小镇4室2厅跃层南/北,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,135.00㎡,翡翠城,余杭翡翠城翡翠城一期,南北,,--135.00㎡南北3室2厅2卫,,3室2厅2卫,/zufang/HZ2759409045616984064.html,,6600,3天前维护,整租·翡翠城一期3室2厅南/北,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,118.00㎡,西溪,西湖西溪融创河滨之城水澜轩,南北,,--118.00㎡南北3室2厅1卫,,3室2厅1卫,/zufang/HZ2785338939887075328.html,,8888,今天维护,整租·融创河滨之城水澜轩3室2厅南/北,https://hz.lianjia.com/zufang/xixi/pg1/
0,110.00㎡,未来科技城,余杭未来科技城中南樾府,南,,--110.00㎡南4室2厅2卫,,4室2厅2卫,/zufang/HZ2760067221765505024.html,,7000,链家2天前维护,整租·中南樾府4室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,149.00㎡,闲林,余杭闲林融创金成江南府,南,,--149.00㎡南4室2厅3卫,,4室2厅3卫,/zufang/HZ2777646966421856256.html,,5000,4天前维护,整租·融创金成江南府4室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,184.00㎡,翡翠城,余杭翡翠城翡翠城一期,南,,--184.00㎡南5室2厅2卫,,5室2厅2卫,/zufang/HZ2763954040919834624.html,,17000,1天前维护,整租·翡翠城一期5室2厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
1,,西溪,氧气公寓,,,20.00㎡1间在租1室0厅1卫,,,/apartment/1838.html,,,氧气公寓4天前维护,独栋·氧气公寓骆家庄文新地铁站店一室一卫整租单间开间,https://hz.lianjia.com/zufang/xixi/pg1/
1,,未来科技城,,,,28.00㎡4间在租1室1厅1卫,,,/apartment/1581.html,,,13天前维护,独栋·海港城社区店丨咫尺阿里丨朝南跃层1室1厅,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,137.60㎡,闲林,余杭闲林融创金成西溪海,南,,--137.60㎡南4室2厅2卫,,4室2厅2卫,/zufang/HZ2588370539542487040.html,,3000,4天前维护,整租·融创金成西溪海4室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,180.98㎡,翡翠城,余杭翡翠城翡翠城二期,南,,--180.98㎡南4室2厅2卫,,4室2厅2卫,/zufang/HZ2813102556870615040.html,,5000,3天前维护,整租·翡翠城二期4室2厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
1,,西溪,氧气公寓,,,40.00㎡1间在租1室1厅1卫,,,/apartment/1838.html,,,氧气公寓今天维护,独栋·氧气公寓骆家庄文新地铁站店LOFT房型（复式）1室1厅,https://hz.lianjia.com/zufang/xixi/pg1/
0,89.00㎡,未来科技城,余杭未来科技城阳光城未来悦MAX,南,,--89.00㎡南3室2厅2卫,,3室2厅2卫,/zufang/HZ2766543821952532480.html,,6000,今天维护,整租·阳光城未来悦MAX3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,133.55㎡,闲林,余杭闲林新西湖小镇,东南,,--133.55㎡东南3室2厅2卫,,3室2厅2卫,/zufang/HZ2590520542658568192.html,,2500,1天前维护,整租·新西湖小镇3室2厅东南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,148.00㎡,翡翠城,余杭翡翠城翡翠城二期,南,,--148.00㎡南3室2厅1卫,,3室2厅1卫,/zufang/HZ2767373035660394496.html,,7500,链家7天前维护,整租·翡翠城二期3室2厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
