advertisement,area,city,community,direction,distance,houseInfo,lat,layout,link,lng,price,time,title,url
0,,翡翠城,余杭翡翠城翡翠城一期,,5.262,--150.18㎡南3室2厅2卫,30.246105505005875,,/zufang/HZ2424576647106658304.html,120.02891632217238,6200,1天前维护,整租·翡翠城一期3室2厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
0,,西溪,西湖西溪坤和西溪里,,7.286,--88.47㎡南3室2厅1卫,30.297655428879224,,/zufang/HZ2749374594698706944.html,120.06578655318502,6300,链家1天前维护,整租·坤和西溪里3室2厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城一期,,5.262,--146.28㎡南北3室2厅2卫,30.246105505005875,,/zufang/HZ2386873771501035520.html,120.02891632217238,4200,链家2天前维护,整租·翡翠城一期3室2厅南/北,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
1,,西溪,世联红璞公寓,,182.841,35.00㎡11间在租1室1厅1卫,31.26920385277832,,/apartment/39946.html,121.52229299858581,,世联红璞公寓16天前维护,独栋·世联红璞公寓西溪社区朝南大户型1室1厅,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城二期,,5.527,--180.98㎡南4室2厅2卫,30.244680107694965,,/zufang/HZ2813102556870615040.html,120.03121104359761,5000,4天前维护,整租·翡翠城二期4室2厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
0,,西溪,西湖西溪西溪蝶园二期,,7.723,--136.95㎡南3室2厅2卫,30.29626610167819,,/zufang/HZ2751276751014871040.html,120.07085676914443,9800,2天前维护,整租·西溪蝶园二期3室2厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城一期,,5.262,--139.05㎡南3室2厅2卫,30.246105505005875,,/zufang/HZ2813763751642677248.html,120.02891632217238,4700,今天维护,整租·翡翠城一期3室2厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
1,,西溪,冠寓,,1128.431,20.00㎡1间在租1室0厅1卫,40.01876933180148,,/apartment/24620.html,116.48617698581864,,冠寓10天前维护,独栋·冠寓西溪店精选温馨单间开间,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城绿城翡翠湾,,5.19,--110.00㎡南3室2厅2卫,30.248029348772224,,/zufang/HZ2813781736927010816.html,120.03019092786047,4500,今天维护,整租·绿城翡翠湾3室2厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
0,,西溪,余杭西溪西溪玫瑰,,6.046,--232.26㎡南5室3厅3卫,30.256060786574146,,/zufang/HZ2707926005334949888.html,120.04806630920353,10000,链家1天前维护,整租·西溪玫瑰5室3厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城二期,,5.527,--151.00㎡西南3室2厅2卫,30.244680107694965,,/zufang/HZ2813847679187025920.html,120.03121104359761,8800,链家2天前维护,整租·翡翠城二期3室2厅西南,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
0,,西溪,余杭西溪西溪玫瑰,,6.046,--232.15㎡南北5室2厅3卫,30.256060786574146,,/zufang/HZ2712298579888193536.html,120.04806630920353,10000,3天前维护,整租·西溪玫瑰5室2厅复式南/北,https://hz.lianjia.com/zufang/xixi/pg1/
1,,翡翠城,和居公寓,,5.992,38.00㎡1间在租1室1厅1卫,30.250824415532687,,/apartment/2656.html,120.04375480207784,,和居公寓3天前维护,独栋·和居公寓五常店近阿里，恒生，可月付1室1厅,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
0,,西溪,西湖西溪融创河滨之城水澜轩,,7.897,--89.00㎡南3室2厅1卫,30.304570041139915,,/zufang/HZ2725241223559790592.html,120.0700170331537,7500,1天前维护,整租·融创河滨之城水澜轩3室2厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城西溪曼哈顿,,4.029,--71.00㎡南2室1厅1卫,30.260437016270405,,/zufang/HZ2816634195617783808.html,120.02660309565364,4200,链家1天前维护,整租·西溪曼哈顿2室1厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
0,,西溪,余杭西溪大华西溪风情,,4.889,--233.32㎡南4室2厅3卫,30.28460189164612,,/zufang/HZ2725285191265558528.html,120.0430749644679,15000,1天前维护,整租·大华西溪风情4室2厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城二期,,5.527,精选--28.00㎡南3室1厅3卫,30.244680107694965,,/zufang/HZ2724730493974355968.html,120.03121104359761,1888,鹿汀公寓1个月前维护,合租·翡翠城二期3居室南卧,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
0,,西溪,西湖西溪坤和和家园,,7.935,--187.00㎡南北5室1厅1卫,30.247432061206066,,/zufang/HZ2731977922872623104.html,120.06502101722941,9800,链家2天前维护,整租·坤和和家园5室1厅南/北,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城华盛达堂巢,,5.677,--46.00㎡南1室1厅1卫,30.25098008896041,,/zufang/HZ2793514757876097024.html,120.03986001887823,3600,链家2天前维护,整租·华盛达堂巢1室1厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
0,,西溪,西湖西溪西溪雅苑,,8.486,--15.00㎡北5室1厅3卫,30.271938741100662,,/zufang/HZ2264955991185965056.html,120.0800062802552,1300,驻客公寓19天前维护,合租·西溪雅苑5居室北卧,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城三期,,5.24,精选--28.00㎡南5室4厅5卫,30.246499074778125,,/zufang/HZ2797641515286142976.html,120.02908295784447,1880,鹿汀公寓1个月前维护,合租·翡翠城三期5居室南卧,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
0,,西溪,西湖西溪西溪诚园正信苑,,9.044,--169.19㎡南3室2厅2卫,30.296804544335032,,/zufang/HZ2731661568558776320.html,120.08477412657996,18000,链家今天维护,整租·西溪诚园正信苑3室2厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城金都雅苑,,4.789,--205.94㎡南北4室2厅2卫,30.244193322904515,,/zufang/HZ2794748261444370432.html,120.01761060834599,7000,链家6天前维护,整租·金都雅苑4室2厅跃层南/北,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
0,,闲林,余杭闲林新西湖小镇,,7.364,--89.00㎡南2室2厅1卫,30.245083978886594,,/zufang/HZ2791947749535522816.html,119.92811341852295,2700,5天前维护,整租·新西湖小镇2室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
1,,西溪,welike青年公寓,,185.109,45.00㎡1间在租1室1厅1卫,31.375851304440957,,/apartment/20725.html,121.45305960479573,,welike青年公寓2个月前维护,独栋·welike青年公寓西湖店精装淡雅日式和风一居1室1厅,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城二期,,5.527,精选--28.00㎡南4室4厅4卫,30.244680107694965,,/zufang/HZ2724731263058444288.html,120.03121104359761,1988,鹿汀公寓5天前维护,合租·翡翠城二期4居室南卧,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
1,,闲林,柚米国际社区,,1137.634,23.00㎡1间在租1室1厅1卫,40.134496460827265,,/apartment/17959.html,116.61036592596209,,柚米国际社区8天前维护,独栋·柚米国际社区杭州西溪湿地店舒适特惠一居1室1厅,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,,西溪,西湖西溪绿城西溪世纪广场,,14.835,--66.72㎡南3室2厅2卫,30.274284381559763,,/zufang/HZ2735321313790410752.html,120.14658230668566,7500,链家1天前维护,整租·绿城西溪世纪广场3室2厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城华元西溪欢乐城,,4.674,--34.84㎡南1室1厅1卫,30.24684896523623,,/zufang/HZ2794775177408823296.html,120.0201803909184,2200,今天维护,整租·华元西溪欢乐城1室1厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
0,,闲林,余杭闲林绿城桃源小镇,,5.954,--15.00㎡南4室1厅2卫,30.230505491386737,,/zufang/HZ2815996719048179712.html,119.97271015488802,900,1天前维护,合租·绿城桃源小镇4居室南卧,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,,西溪,西湖西溪西溪蝶园二期,,7.723,--253.04㎡南5室2厅4卫,30.29626610167819,,/zufang/HZ2731209510751846400.html,120.07085676914443,25000,链家4天前维护,整租·西溪蝶园二期5室2厅复式南,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城一期,,5.262,精选--28.00㎡南3室2厅3卫,30.246105505005875,,/zufang/HZ2739095213212434432.html,120.02891632217238,1680,鹿汀公寓6天前维护,合租·翡翠城一期3居室南卧,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
1,,闲林,柚米国际社区,,1137.634,20.00㎡1间在租1室1厅1卫,40.134496460827265,,/apartment/17959.html,116.61036592596209,,柚米国际社区4天前维护,独栋·柚米国际社区杭州西溪湿地店特价小户型1室1厅,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,,西溪,西湖西溪坤和和家园,,7.935,--281.05㎡南北5室2厅4卫,30.247432061206066,,/zufang/HZ2733957070495170560.html,120.06502101722941,23900,链家3天前维护,整租·坤和和家园5室2厅复式南/北,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城二期,,5.527,精选--28.00㎡南4室4厅4卫,30.244680107694965,,/zufang/HZ2676818901761277952.html,120.03121104359761,2088,鹿汀公寓5天前维护,合租·翡翠城二期4居室南卧,https://hz.lianjia.com/zufang/feicuicheng1/pg1/
0,,闲林,余杭闲林闲林山水丹枫苑,,5.481,--146.99㎡南3室2厅2卫,30.239727050414576,,/zufang/HZ2816492857304039424.html,120.02294968714455,4500,3天前维护,整租·闲林山水丹枫苑3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,,西溪,西湖西溪龙湖西溪天街,,10.526,--48.00㎡北3室1厅2卫,30.286669207147614,,/zufang/HZ2735498427805728768.html,120.10175281936296,6500,1天前维护,整租·龙湖西溪天街3室1厅北,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城华元西溪欢乐城,,4.674,--34.84㎡南1室1厅1卫,30.24684896523623,,/zufang/HZ2794775177408823296.html,120.0201803909184,2200,今天维护,整租·华元西溪欢乐城1室1厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,,闲林,余杭闲林闲林山水海棠苑,,5.425,精选--15.00㎡南6室1厅4卫,30.242084075999973,,/zufang/HZ2739862061294567424.html,120.02588804446768,1690,友家8天前维护,合租·闲林山水海棠苑6居室跃层南卧,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,,西溪,余杭西溪香港兴业耦园,,5.529,--191.00㎡南4室2厅2卫,30.273700900793585,,/zufang/HZ2745432887162568704.html,120.04920805550671,14500,链家1天前维护,整租·香港兴业耦园4室2厅跃层南,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城三期,,5.24,精选--29.00㎡南5室4厅5卫,30.246499074778125,,/zufang/HZ2797645270027083776.html,120.02908295784447,1680,鹿汀公寓1个月前维护,合租·翡翠城三期5居室南卧,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,,闲林,余杭闲林绿城桃源小镇品霞苑,,6.25,--124.00㎡南4室1厅2卫,30.22976806904107,,/zufang/HZ2813699587909623808.html,119.96634727729973,3000,6天前维护,整租·绿城桃源小镇品霞苑4室1厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,,西溪,西湖西溪中海西溪华府,,6.778,--88.87㎡南3室2厅1卫,30.29611525612445,,/zufang/HZ2744373580438708224.html,120.06078694403868,5300,链家今天维护,整租·中海西溪华府3室2厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城爱丁郡,,5.296,--135.00㎡南4室2厅2卫,30.25763879434098,,/zufang/HZ2815969667791986688.html,120.04016032241022,6500,3天前维护,整租·爱丁郡4室2厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,,闲林,余杭闲林南湖大厦,,5.986,--44.00㎡北1室1厅1卫,30.249113941236114,,/zufang/HZ2791340735314796544.html,119.94235039305894,1800,1天前维护,整租·南湖大厦1室1厅北,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,,西溪,余杭西溪香港兴业耦园,,5.529,--142.00㎡南4室2厅2卫,30.273700900793585,,/zufang/HZ2739668971484880896.html,120.04920805550671,3900,链家今天维护,整租·香港兴业耦园4室2厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城二期,,5.527,精选--23.00㎡南4室4厅4卫,30.244680107694965,,/zufang/HZ2724726073983516672.html,120.03121104359761,1688,鹿汀公寓5天前维护,合租·翡翠城二期4居室南卧,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,,闲林,余杭闲林绿城桃源小镇,,5.954,--65.00㎡南2室1厅1卫,30.230505491386737,,/zufang/HZ2791363252696137728.html,119.97271015488802,2000,5天前维护,整租·绿城桃源小镇2室1厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,,西溪,西湖西溪坤和和家园,,7.935,精选--8.80㎡北6室1厅3卫,30.247432061206066,,/zufang/HZ2826108775075676160.html,120.06502101722941,1190,友家2天前维护,合租·坤和和家园6居室北卧,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城华元西溪欢乐城,,4.674,--41.00㎡南2室1厅1卫,30.24684896523623,,/zufang/HZ2821587230068580352.html,120.0201803909184,3000,1天前维护,整租·华元西溪欢乐城2室1厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
1,,未来科技城,,,,,,,/zufang/weilaikejicheng/ab200306003080,,,,精选公寓·方隅公寓,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,,闲林,余杭闲林中港罗兰小镇,,7.502,--20.00㎡东南南3室2厅2卫,30.242243741397246,,/zufang/HZ2791937238005719040.html,119.92861844588066,1200,链家1天前维护,合租·中港罗兰小镇3居室东南/南卧,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,,西溪,余杭西溪香港兴业耦园,,5.529,--141.00㎡南4室2厅2卫,30.273700900793585,,/zufang/HZ2741245147970019328.html,120.04920805550671,6000,1天前维护,整租·香港兴业耦园4室2厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城一期,,5.262,精选--18.00㎡南3室2厅3卫,30.246105505005875,,/zufang/HZ2739097422487109632.html,120.02891632217238,1680,鹿汀公寓5天前维护,合租·翡翠城一期3居室南卧,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,,未来科技城,余杭未来科技城合景映月台,,2.743,--118.52㎡南4室2厅2卫,30.27820381869327,,/zufang/HZ2825367068953034752.html,120.02064220978107,8000,链家2天前维护,整租·合景映月台4室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,,闲林,余杭闲林东海闲湖城印象加州,,5.014,--88.00㎡南3室2厅1卫,30.236791959722076,,/zufang/HZ2813823228970549248.html,120.00060263080339,3800,1天前维护,整租·东海闲湖城印象加州3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,,西溪,西湖西溪坤和和家园,,7.935,精选--10.70㎡北6室1厅3卫,30.247432061206066,,/zufang/HZ2826104703254282240.html,120.06502101722941,1230,友家2天前维护,合租·坤和和家园6居室北卧,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城华元西溪欢乐城,,4.674,--44.00㎡南1室1厅1卫,30.24684896523623,,/zufang/HZ2820362088114036736.html,120.0201803909184,2600,1天前维护,整租·华元西溪欢乐城1室1厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
1,,未来科技城,泊寓,,1108.803,22.00㎡1间在租1室1厅1卫,39.76637109708715,,/apartment/1581.html,116.22386602774982,,泊寓13天前维护,独栋·泊寓海港城社区店阿里旁精致一居1室1厅,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,,闲林,余杭闲林竹海水韵,,4.235,精选--15.00㎡南5室1厅2卫,30.24352799701941,,/zufang/HZ2738481847138000896.html,119.98671186321094,1230,友家8天前维护,合租·竹海水韵5居室南卧,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,,西溪,西湖西溪坤和和家园,,7.935,--180.60㎡南4室2厅3卫,30.247432061206066,,/zufang/HZ2743571714356019200.html,120.06502101722941,9000,链家今天维护,整租·坤和和家园4室2厅南,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城西溪曼哈顿,,4.029,--46.41㎡西1室1厅1卫,30.260437016270405,,/zufang/HZ2820964438822363136.html,120.02660309565364,2900,链家4天前维护,整租·西溪曼哈顿1室1厅西,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,,未来科技城,余杭未来科技城禹航路,,0.625,--73.21㎡南2室1厅1卫,30.280392902141845,,/zufang/HZ2814468263139360768.html,119.98588335603908,2600,1天前维护,整租·禹航路2室1厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,,闲林,余杭闲林赞成乐山红叶,,4.539,--20.00㎡南5室4厅5卫,30.240708072335345,,/zufang/HZ2816654033560289280.html,119.98736798555542,1300,今天维护,合租·赞成乐山红叶5居室南卧,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,,西溪,西湖西溪坤和和家园,,7.935,精选--16.00㎡南6室1厅3卫,30.247432061206066,,/zufang/HZ2826098637208027136.html,120.06502101722941,1390,友家2天前维护,合租·坤和和家园6居室南卧,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城梧桐郡,,4.277,--127.58㎡南4室2厅2卫,30.253900245429797,,/zufang/HZ2806477402958733312.html,120.02354840776695,6500,2天前维护,整租·翡翠城梧桐郡4室2厅南,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
1,,未来科技城,方隅公寓,,173.751,43.00㎡2间在租1室0厅1卫,31.26116388182826,,/apartment/26260.html,121.40897696867404,,方隅公寓3天前维护,独栋·方隅公寓杭州方隅公寓全球阿里旁一室户型开间,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,,闲林,余杭闲林闲林山水紫薇苑,,5.25,精选--16.00㎡南4室1厅2卫,30.239879699541646,,/zufang/HZ2739855348939890688.html,120.01852930539104,1190,友家8天前维护,合租·闲林山水紫薇苑4居室南卧,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,,西溪,西湖西溪华元和庄,,8.602,--400.00㎡东南5室3厅4卫,30.261530594509043,,/zufang/HZ2347041383699202048.html,120.07890522719163,20000,今天维护,整租·华元和庄5室3厅东南,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城翡翠城二期,,5.527,--180.00㎡南北4室2厅2卫,30.244680107694965,,/zufang/HZ2806534459317829632.html,120.03121104359761,10000,链家2天前维护,整租·翡翠城二期4室2厅南/北,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,,未来科技城,余杭未来科技城众安学君里,,3.832,--89.90㎡南北3室2厅2卫,30.252119086759578,,/zufang/HZ2825982860962299904.html,119.97109302530896,3800,今天维护,整租·众安学君里3室2厅南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,,闲林,余杭闲林东海闲湖城印象加州,,5.014,--118.00㎡南3室2厅2卫,30.236791959722076,,/zufang/HZ2816598149501042688.html,120.00060263080339,4500,1天前维护,整租·东海闲湖城印象加州3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
1,,西溪,氧气公寓,,1526.421,25.00㎡1间在租1室1厅1卫,30.62618404247885,,/apartment/1838.html,104.05963614582176,,氧气公寓1天前维护,独栋·氧气公寓骆家庄文新地铁站店小loft户型1室1厅,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城西溪曼哈顿,,4.029,--52.00㎡西1室1厅1卫,30.260437016270405,,/zufang/HZ2808150957710917632.html,120.02660309565364,3200,今天维护,整租·西溪曼哈顿1室1厅西,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
1,,未来科技城,优家社区,,183.539,31.00㎡1间在租1室0厅1卫,31.26881085643081,,/apartment/23519.html,121.53175601831957,,优家社区1个月前维护,独栋·优家社区杭州余杭区文一西路1500号科创中心7号楼拎包入住高颜值邻居开间,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,,闲林,余杭闲林雅居乐国际花园,,4.941,--89.00㎡南3室2厅2卫,30.237128702458453,,/zufang/HZ2816479379973218304.html,119.98677582256325,3200,4天前维护,整租·雅居乐国际花园3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
0,,西溪,余杭西溪百家乐西园,,4.892,--179.00㎡南4室1厅3卫,30.274497250190596,,/zufang/HZ2492007335816331264.html,120.04263209985147,5500,今天维护,整租·百家乐西园4室1厅南,https://hz.lianjia.com/zufang/xixi/pg1/
1,,翡翠城,联寓E家,,18.553,42.00㎡1间在租1室1厅1卫,30.233281481865312,,/apartment/37583.html,120.17729537207181,,联寓E家今天维护,独栋·联寓E家西溪青年社区一室一厅欢乐多1室1厅,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,,未来科技城,余杭未来科技城湖山帝景湾,,5.41,--89.00㎡南3室2厅1卫,30.257665076056433,,/zufang/HZ2825329701823201280.html,119.9430760442499,2000,2天前维护,整租·湖山帝景湾3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,,闲林,余杭闲林竹海水韵春风里,,4.035,--88.32㎡南3室2厅1卫,30.245074619202402,,/zufang/HZ2793470861498122240.html,119.98993929524718,3180,今天维护,整租·竹海水韵春风里3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg1/
1,,西溪,氧气公寓,,1526.421,30.00㎡1间在租1室0厅1卫,30.62618404247885,,/apartment/1838.html,104.05963614582176,,氧气公寓6天前维护,独栋·氧气公寓骆家庄文新地铁站店一室一厨一卫整租单间开间,https://hz.lianjia.com/zufang/xixi/pg1/
0,,翡翠城,余杭翡翠城华立江南水乡,,4.792,--202.00㎡南北4室2厅3卫,30.25651358711302,,/zufang/HZ2821815285089583104.html,120.03311221737893,12500,2天前维护,整租·华立江南水乡4室2厅南/北,https://hz.lianjia.com/zufang/feicuicheng1/pg2/
0,,未来科技城,余杭未来科技城海创绿谷,,3.745,--45.09㎡北1室1厅1卫,30.29482124890072,,/zufang/HZ2813823779892379648.html,120.02803203022835,3500,2天前维护,整租·海创绿谷1室1厅北,https://hz.lianjia.com/zufang/weilaikejicheng/pg1/
0,,闲林,余杭闲林竹海水韵,,4.235,--161.00㎡东南北4室2厅2卫,30.24352799701941,,/zufang/HZ2793478360217419776.html,119.98671186321094,6500,6天前维护,整租·竹海水韵4室2厅东/南/北,https://hz.lianjia.com/zufang/xianlin1/pg1/
